,Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Engine,Max Power,Max Torque,Drivetrain,Fuel Tank Capacity,mileage
1903,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1904,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1905,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1906,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1907,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1908,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1909,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1910,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1911,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1912,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1913,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1914,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1915,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1916,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1917,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1918,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1919,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1920,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1921,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1922,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1923,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1924,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1925,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1926,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1927,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1928,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1929,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1930,Lexus,ES 300h,3900000,2017,31059,Petrol,Automatic,Bangalore,Bronze,First,2494 cc,202,4500 rpm,RWD,65.0,22.37 kmpl
1940,Hyundai,i20 Magna 1.2,245000,2011,41000,Petrol,Manual,Delhi,Red,First,,,,,,18.6 kmpl
1941,Hyundai,i20 Magna 1.2,245000,2011,41000,Petrol,Manual,Delhi,Red,First,,,,,,18.6 kmpl
1942,Hyundai,i20 Magna 1.2,245000,2011,41000,Petrol,Manual,Delhi,Red,First,,,,,,18.6 kmpl
1943,Hyundai,i20 Magna 1.2,245000,2011,41000,Petrol,Manual,Delhi,Red,First,,,,,,18.6 kmpl
1944,Hyundai,i20 Magna 1.2,245000,2011,41000,Petrol,Manual,Delhi,Red,First,,,,,,18.6 kmpl
1945,Hyundai,i20 Magna 1.2,245000,2011,41000,Petrol,Manual,Delhi,Red,First,,,,,,18.6 kmpl
1946,Hyundai,i20 Magna 1.2,245000,2011,41000,Petrol,Manual,Delhi,Red,First,,,,,,18.6 kmpl
1947,Hyundai,i20 Magna 1.2,245000,2011,41000,Petrol,Manual,Delhi,Red,First,,,,,,18.6 kmpl
1948,Hyundai,i20 Magna 1.2,245000,2011,41000,Petrol,Manual,Delhi,Red,First,,,,,,18.6 kmpl
1949,Hyundai,i20 Magna 1.2,245000,2011,41000,Petrol,Manual,Delhi,Red,First,,,,,,18.6 kmpl
1950,Hyundai,i20 Magna 1.2,245000,2011,41000,Petrol,Manual,Delhi,Red,First,,,,,,18.6 kmpl
1962,Hyundai,i20 Active 1.4 SX,540000,2015,59000,Diesel,Manual,Agra,Silver,First,1396 cc,89,1500 rpm,FWD,45.0,21.19 kmpl
1963,Hyundai,i20 Active 1.4 SX,540000,2015,59000,Diesel,Manual,Agra,Silver,First,1396 cc,89,1500 rpm,FWD,45.0,21.19 kmpl
1964,Hyundai,i20 Active 1.4 SX,540000,2015,59000,Diesel,Manual,Agra,Silver,First,1396 cc,89,1500 rpm,FWD,45.0,21.19 kmpl
1965,Hyundai,i20 Active 1.4 SX,540000,2015,59000,Diesel,Manual,Agra,Silver,First,1396 cc,89,1500 rpm,FWD,45.0,21.19 kmpl
1966,Hyundai,i20 Active 1.4 SX,540000,2015,59000,Diesel,Manual,Agra,Silver,First,1396 cc,89,1500 rpm,FWD,45.0,21.19 kmpl
1967,Hyundai,i20 Active 1.4 SX,540000,2015,59000,Diesel,Manual,Agra,Silver,First,1396 cc,89,1500 rpm,FWD,45.0,21.19 kmpl
1968,Hyundai,i20 Active 1.4 SX,540000,2015,59000,Diesel,Manual,Agra,Silver,First,1396 cc,89,1500 rpm,FWD,45.0,21.19 kmpl
1970,Mercedes-Benz,M-Class ML 350 CDI,3200000,2014,60513,Diesel,Automatic,Mumbai,Silver,First,2997 cc,254,1600 rpm,AWD,70.0,11.74 kmpl
1971,Mercedes-Benz,M-Class ML 350 CDI,3200000,2014,60513,Diesel,Automatic,Mumbai,Silver,First,2997 cc,254,1600 rpm,AWD,70.0,11.74 kmpl
1981,Audi,A6 35 TFSI Matrix,2850000,2017,58000,Petrol,Automatic,Delhi,Black,First,1798 cc,190,1400 rpm,FWD,75.0,15.26 kmpl
1982,Audi,A6 35 TFSI Matrix,2850000,2017,58000,Petrol,Automatic,Delhi,Black,First,1798 cc,190,1400 rpm,FWD,75.0,15.26 kmpl
1983,Audi,A6 35 TFSI Matrix,2850000,2017,58000,Petrol,Automatic,Delhi,Black,First,1798 cc,190,1400 rpm,FWD,75.0,15.26 kmpl
1985,Honda,City 1.5 V AT,325000,2010,56000,Petrol,Automatic,Delhi,Gold,First,1497 cc,,,FWD,42.0,16.8 kmpl
1986,Honda,City 1.5 V AT,325000,2010,56000,Petrol,Automatic,Delhi,Gold,First,1497 cc,,,FWD,42.0,16.8 kmpl
1987,Honda,City 1.5 V AT,325000,2011,89000,Petrol,Automatic,Mumbai,Silver,Second,1497 cc,,,FWD,42.0,16.8 kmpl
1988,Honda,City 1.5 V AT,325000,2011,89000,Petrol,Automatic,Mumbai,Silver,Second,1497 cc,,,FWD,42.0,16.8 kmpl
2003,Hyundai,Creta 1.6 SX,1044999,2016,78000,Diesel,Manual,Bangalore,Black,First,1582 cc,126,1900 rpm,FWD,60.0,15.8 kmpl
2004,Hyundai,Creta 1.6 SX,1044999,2016,78000,Diesel,Manual,Bangalore,Black,First,1582 cc,126,1900 rpm,FWD,60.0,15.8 kmpl
2005,Hyundai,Creta 1.6 SX,1044999,2016,78000,Diesel,Manual,Bangalore,Black,First,1582 cc,126,1900 rpm,FWD,60.0,15.8 kmpl
2006,Hyundai,Creta 1.6 SX,1044999,2016,78000,Diesel,Manual,Bangalore,Black,First,1582 cc,126,1900 rpm,FWD,60.0,15.8 kmpl
2014,Honda,City 1.5 V MT,375000,2012,80350,Petrol,Manual,Mumbai,Silver,First,1497 cc,116,4800 rpm,FWD,42.0,17.0 kmpl
2015,Honda,City 1.5 V MT,375000,2012,80350,Petrol,Manual,Mumbai,Silver,First,1497 cc,116,4800 rpm,FWD,42.0,17.0 kmpl
2016,Honda,City 1.5 V MT,375000,2012,80350,Petrol,Manual,Mumbai,Silver,First,1497 cc,116,4800 rpm,FWD,42.0,17.0 kmpl
2017,Honda,City 1.5 V MT,375000,2012,80350,Petrol,Manual,Mumbai,Silver,First,1497 cc,116,4800 rpm,FWD,42.0,17.0 kmpl
2018,Honda,City 1.5 V MT,375000,2012,80350,Petrol,Manual,Mumbai,Silver,First,1497 cc,116,4800 rpm,FWD,42.0,17.0 kmpl
2019,Honda,City 1.5 V MT,375000,2012,80350,Petrol,Manual,Mumbai,Silver,First,1497 cc,116,4800 rpm,FWD,42.0,17.0 kmpl
2036,Mahindra,XUV500 W8 AWD,810000,2012,47531,Diesel,Manual,Bangalore,White,First,2179 cc,140,2800 rpm,AWD,70.0,15.1 kmpl
2037,Mahindra,XUV500 W8 AWD,810000,2012,47531,Diesel,Manual,Bangalore,White,First,2179 cc,140,2800 rpm,AWD,70.0,15.1 kmpl
2038,Mahindra,XUV500 W8 AWD,810000,2012,47531,Diesel,Manual,Bangalore,White,First,2179 cc,140,2800 rpm,AWD,70.0,15.1 kmpl
2039,Mahindra,XUV500 W8 AWD,810000,2012,47531,Diesel,Manual,Bangalore,White,First,2179 cc,140,2800 rpm,AWD,70.0,15.1 kmpl
2040,Mahindra,XUV500 W8 AWD,810000,2012,47531,Diesel,Manual,Bangalore,White,First,2179 cc,140,2800 rpm,AWD,70.0,15.1 kmpl
2041,Mahindra,XUV500 W8 AWD,810000,2012,47531,Diesel,Manual,Bangalore,White,First,2179 cc,140,2800 rpm,AWD,70.0,15.1 kmpl
2042,Mahindra,XUV500 W8 AWD,810000,2012,47531,Diesel,Manual,Bangalore,White,First,2179 cc,140,2800 rpm,AWD,70.0,15.1 kmpl
2051,Chevrolet,Cruze LTZ,400000,2011,80000,Diesel,Manual,Mumbai,Silver,Third,1991 cc,,,,60.0,17.3 kmpl
2052,Chevrolet,Cruze LTZ,400000,2011,80000,Diesel,Manual,Mumbai,Silver,Third,1991 cc,,,,60.0,18.3 kmpl
2053,Chevrolet,Cruze LTZ,400000,2011,80000,Diesel,Manual,Mumbai,Silver,Third,1991 cc,,,,60.0,18.3 kmpl
2054,Chevrolet,Cruze LTZ,400000,2011,80000,Diesel,Manual,Mumbai,Silver,Third,1991 cc,,,,60.0,17.3 kmpl
2055,Chevrolet,Cruze LTZ,400000,2011,80000,Diesel,Manual,Mumbai,Silver,Third,1991 cc,,,,60.0,18.3 kmpl
2056,Chevrolet,Cruze LTZ,400000,2011,80000,Diesel,Manual,Mumbai,Silver,Third,1991 cc,,,,60.0,18.3 kmpl
2057,Chevrolet,Cruze LTZ,400000,2011,80000,Diesel,Manual,Mumbai,Silver,Third,1991 cc,,,,60.0,18.3 kmpl
2058,Chevrolet,Cruze LTZ,400000,2011,80000,Diesel,Manual,Mumbai,Silver,Third,1991 cc,,,,60.0,18.3 kmpl
2059,Chevrolet,Cruze LTZ,400000,2011,80000,Diesel,Manual,Mumbai,Silver,Third,1991 cc,,,,60.0,18.3 kmpl
2060,Chevrolet,Cruze LTZ,400000,2011,80000,Diesel,Manual,Mumbai,Silver,Third,1991 cc,,,,60.0,17.3 kmpl
2085,Audi,A3 35 TDI Premium Plus,1390000,2014,85900,Diesel,Automatic,Agra,Brown,First,1968 cc,141,1750 rpm,FWD,50.0,20.38 kmpl
2086,Audi,A3 35 TDI Premium Plus,1390000,2014,85900,Diesel,Automatic,Agra,Brown,First,1968 cc,141,1750 rpm,FWD,50.0,20.38 kmpl
2095,Tata,Harrier XZ,2095000,2021,23000,Diesel,Manual,Hyderabad,Red,First,1956 cc,168,1750 rpm,FWD,50.0,17.0 kmpl
2099,Honda,City 1.5 V MT,400000,2013,76000,Petrol,Manual,Delhi,White,First,1497 cc,116,4800 rpm,FWD,42.0,17.0 kmpl
2100,Honda,City 1.5 V MT,400000,2013,76000,Petrol,Manual,Delhi,White,First,1497 cc,116,4800 rpm,FWD,42.0,17.0 kmpl
2101,Honda,City 1.5 V MT,400000,2013,76000,Petrol,Manual,Delhi,White,First,1497 cc,116,4800 rpm,FWD,42.0,17.0 kmpl
2102,Honda,City 1.5 V MT,400000,2013,76000,Petrol,Manual,Delhi,White,First,1497 cc,116,4800 rpm,FWD,42.0,17.0 kmpl
2103,Honda,City 1.5 V MT,400000,2013,76000,Petrol,Manual,Delhi,White,First,1497 cc,116,4800 rpm,FWD,42.0,17.0 kmpl
2104,Honda,City 1.5 V MT,400000,2013,76000,Petrol,Manual,Delhi,White,First,1497 cc,116,4800 rpm,FWD,42.0,17.0 kmpl
2133,Honda,City 1.5 S MT,275000,2009,80000,Petrol,Manual,Mohali,Grey,First,1497 cc,,,FWD,42.0,17.0 kmpl
2134,Honda,City 1.5 S MT,275000,2009,80000,Petrol,Manual,Mohali,Grey,First,1497 cc,,,FWD,42.0,17.0 kmpl
2135,Honda,City 1.5 S MT,275000,2009,80000,Petrol,Manual,Mohali,Grey,First,1497 cc,,,FWD,42.0,17.0 kmpl
2136,Honda,City 1.5 S MT,275000,2009,80000,Petrol,Manual,Mohali,Grey,First,1497 cc,,,FWD,42.0,17.0 kmpl
2137,Honda,City 1.5 S MT,275000,2009,80000,Petrol,Manual,Mohali,Grey,First,1497 cc,,,FWD,42.0,17.0 kmpl
2138,Honda,City 1.5 S MT,275000,2009,80000,Petrol,Manual,Mohali,Grey,First,1497 cc,,,FWD,42.0,17.0 kmpl
2139,Honda,City 1.5 S MT,275000,2009,80000,Petrol,Manual,Mohali,Grey,First,1497 cc,,,FWD,42.0,17.0 kmpl
2160,Honda,City VX CVT,690000,2015,59000,Petrol,Automatic,Faridabad,Silver,First,1497 cc,117,4600 rpm,FWD,40.0,17.4 kmpl
2162,Honda,Accord 2.4 AT,475000,2011,72000,Petrol,Automatic,Delhi,Gold,First,2354 cc,178,4300 rpm,FWD,70.0,11.7 kmpl
2171,Audi,A6 2.0 TDI Premium Plus,1450000,2014,58000,Diesel,Automatic,Delhi,Black,Second,1968 cc,177,1750 rpm,FWD,65.0,17.68 kmpl
2187,Hyundai,i10 Sportz 1.2 AT,185000,2008,61000,Petrol,Automatic,Pune,Black,Third,1197 cc,,,FWD,35.0,16.95 kmpl
2215,Toyota,Etios GD,299000,2013,90000,Diesel,Manual,Bulandshahar,Blue,Third,1364 cc,68,2400 rpm,FWD,45.0,23.59 kmpl
2216,Toyota,Etios GD,299000,2013,90000,Diesel,Manual,Bulandshahar,Blue,Third,1364 cc,68,2400 rpm,FWD,45.0,23.59 kmpl
2217,Toyota,Etios GD,299000,2013,90000,Diesel,Manual,Bulandshahar,Blue,Third,1364 cc,68,2400 rpm,FWD,45.0,23.59 kmpl
2218,Toyota,Etios GD,299000,2013,90000,Diesel,Manual,Bulandshahar,Blue,Third,1364 cc,68,2400 rpm,FWD,45.0,23.59 kmpl
2221,Toyota,Etios GD,299000,2013,90000,Diesel,Manual,Bulandshahar,Blue,Third,1364 cc,68,2400 rpm,FWD,45.0,23.59 kmpl
2226,Toyota,Etios GD,299000,2013,90000,Diesel,Manual,Bulandshahar,Blue,Third,1364 cc,68,2400 rpm,FWD,45.0,23.59 kmpl
2227,Toyota,Etios GD,299000,2013,90000,Diesel,Manual,Bulandshahar,Blue,Third,1364 cc,68,2400 rpm,FWD,45.0,23.59 kmpl
2228,Toyota,Etios GD,299000,2013,90000,Diesel,Manual,Bulandshahar,Blue,Third,1364 cc,68,2400 rpm,FWD,45.0,23.59 kmpl
2231,Toyota,Etios GD,299000,2013,90000,Diesel,Manual,Bulandshahar,Blue,Third,1364 cc,68,2400 rpm,FWD,45.0,23.59 kmpl
2232,Toyota,Etios GD,299000,2013,90000,Diesel,Manual,Bulandshahar,Blue,Third,1364 cc,68,2400 rpm,FWD,45.0,23.59 kmpl
2233,Toyota,Etios GD,299000,2013,90000,Diesel,Manual,Bulandshahar,Blue,Third,1364 cc,68,2400 rpm,FWD,45.0,23.59 kmpl
2250,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2251,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2252,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2253,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2254,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2255,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2256,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2257,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2258,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2259,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2260,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2261,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2262,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2263,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2264,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2265,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2266,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2267,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2268,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2269,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2270,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2271,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2272,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2273,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2274,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2275,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2276,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2277,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2278,Hyundai,i10 Magna,175000,2009,65000,Petrol,Manual,Jamshedpur,Blue,Second,1086 cc,,,FWD,35.0,20.36 kmpl
2305,Hyundai,i10 Era,130000,2009,59000,Petrol,Manual,Kanpur,Silver,Second,1086 cc,,,FWD,35.0,19.81 kmpl
2306,Hyundai,i10 Era,130000,2009,59000,Petrol,Manual,Kanpur,Silver,Second,1086 cc,,,FWD,35.0,19.81 kmpl
2307,Hyundai,i10 Era,130000,2009,59000,Petrol,Manual,Kanpur,Silver,Second,1086 cc,,,FWD,35.0,19.81 kmpl
2308,Hyundai,i10 Era,130000,2009,59000,Petrol,Manual,Kanpur,Silver,Second,1086 cc,,,FWD,35.0,19.81 kmpl
2309,Hyundai,i10 Era,130000,2009,59000,Petrol,Manual,Kanpur,Silver,Second,1086 cc,,,FWD,35.0,19.81 kmpl
2310,Hyundai,i10 Era,130000,2009,59000,Petrol,Manual,Kanpur,Silver,Second,1086 cc,,,FWD,35.0,19.81 kmpl
2311,Hyundai,i10 Era,130000,2009,59000,Petrol,Manual,Kanpur,Silver,Second,1086 cc,,,FWD,35.0,19.81 kmpl
2312,Hyundai,i10 Era,130000,2009,59000,Petrol,Manual,Kanpur,Silver,Second,1086 cc,,,FWD,35.0,19.81 kmpl
2313,Hyundai,i10 Era,130000,2009,59000,Petrol,Manual,Kanpur,Silver,Second,1086 cc,,,FWD,35.0,19.81 kmpl
2314,Hyundai,i10 Era,130000,2009,59000,Petrol,Manual,Kanpur,Silver,Second,1086 cc,,,FWD,35.0,19.81 kmpl
2315,Hyundai,i10 Era,130000,2009,59000,Petrol,Manual,Kanpur,Silver,Second,1086 cc,,,FWD,35.0,19.81 kmpl
2316,Hyundai,i10 Era,130000,2009,59000,Petrol,Manual,Kanpur,Silver,Second,1086 cc,,,FWD,35.0,19.81 kmpl
2317,Hyundai,i10 Era,130000,2009,59000,Petrol,Manual,Kanpur,Silver,Second,1086 cc,,,FWD,35.0,19.81 kmpl
2318,Hyundai,i10 Era,130000,2009,59000,Petrol,Manual,Kanpur,Silver,Second,1086 cc,,,FWD,35.0,19.81 kmpl
2319,Hyundai,i10 Era,130000,2009,59000,Petrol,Manual,Kanpur,Silver,Second,1086 cc,,,FWD,35.0,19.81 kmpl
2320,Hyundai,i10 Era,130000,2009,59000,Petrol,Manual,Kanpur,Silver,Second,1086 cc,,,FWD,35.0,19.81 kmpl
2321,Hyundai,i10 Era,130000,2009,59000,Petrol,Manual,Kanpur,Silver,Second,1086 cc,,,FWD,35.0,19.81 kmpl
2322,Hyundai,i10 Era,130000,2009,59000,Petrol,Manual,Kanpur,Silver,Second,1086 cc,,,FWD,35.0,19.81 kmpl
2323,Hyundai,i10 Era,130000,2009,59000,Petrol,Manual,Kanpur,Silver,Second,1086 cc,,,FWD,35.0,19.81 kmpl
2324,Hyundai,i10 Era,130000,2009,59000,Petrol,Manual,Kanpur,Silver,Second,1086 cc,,,FWD,35.0,19.81 kmpl
2326,Hyundai,i20 Magna 1.2,300000,2014,40000,Petrol,Manual,Kolkata,Silver,First,1197 cc,83,4000 rpm,FWD,45.0,18.6 kmpl
2327,Hyundai,i20 Magna 1.2,300000,2014,40000,Petrol,Manual,Kolkata,Silver,First,1197 cc,83,4000 rpm,FWD,45.0,18.6 kmpl
2328,Hyundai,i20 Magna 1.2,300000,2014,40000,Petrol,Manual,Kolkata,Silver,First,1197 cc,83,4000 rpm,FWD,45.0,18.6 kmpl
2329,Hyundai,i20 Magna 1.2,300000,2014,40000,Petrol,Manual,Kolkata,Silver,First,1197 cc,83,4000 rpm,FWD,45.0,18.6 kmpl
2330,Hyundai,i20 Magna 1.2,300000,2014,40000,Petrol,Manual,Kolkata,Silver,First,1197 cc,83,4000 rpm,FWD,45.0,18.6 kmpl
2331,Hyundai,i20 Magna 1.2,300000,2014,40000,Petrol,Manual,Kolkata,Silver,First,1197 cc,83,4000 rpm,FWD,45.0,18.6 kmpl
2332,Hyundai,i20 Magna 1.2,300000,2014,40000,Petrol,Manual,Kolkata,Silver,First,1197 cc,83,4000 rpm,FWD,45.0,18.6 kmpl
2333,Hyundai,i20 Magna 1.2,300000,2014,40000,Petrol,Manual,Kolkata,Silver,First,1197 cc,83,4000 rpm,FWD,45.0,18.6 kmpl
2334,Hyundai,i20 Magna 1.2,300000,2014,40000,Petrol,Manual,Kolkata,Silver,First,1197 cc,83,4000 rpm,FWD,45.0,18.6 kmpl
2335,Hyundai,i20 Magna 1.2,300000,2014,40000,Petrol,Manual,Kolkata,Silver,First,1197 cc,83,4000 rpm,FWD,45.0,18.6 kmpl
2336,Hyundai,i20 Magna 1.2,300000,2014,40000,Petrol,Manual,Kolkata,Silver,First,1197 cc,83,4000 rpm,FWD,45.0,18.6 kmpl
2340,Hyundai,i20 Active 1.2 SX,595000,2015,45000,Petrol,Manual,Thane,White,First,1197 cc,82,4000 rpm,FWD,45.0,17.19 kmpl
2341,Hyundai,i20 Active 1.2 SX,595000,2015,45000,Petrol,Manual,Thane,White,First,1197 cc,82,4000 rpm,FWD,45.0,17.19 kmpl
2342,Hyundai,i20 Active 1.2 SX,595000,2015,45000,Petrol,Manual,Thane,White,First,1197 cc,82,4000 rpm,FWD,45.0,17.19 kmpl
2357,Hyundai,Creta 1.6 SX,1750000,2021,14000,Diesel,Manual,Chennai,Black,First,1582 cc,126,1900 rpm,FWD,60.0,15.8 kmpl
2358,Hyundai,Creta 1.6 SX,1750000,2021,14000,Diesel,Manual,Chennai,Black,First,1582 cc,126,1900 rpm,FWD,60.0,15.8 kmpl
2359,Hyundai,Creta 1.6 SX,1750000,2021,14000,Diesel,Manual,Chennai,Black,First,1582 cc,126,1900 rpm,FWD,60.0,15.8 kmpl
2360,Hyundai,Creta 1.6 SX,1750000,2021,14000,Diesel,Manual,Chennai,Black,First,1582 cc,126,1900 rpm,FWD,60.0,15.8 kmpl
2371,Honda,City 1.5 S MT,250000,2009,72256,Petrol,Manual,Navi Mumbai,Black,First,1497 cc,,,FWD,42.0,17.0 kmpl
2372,Honda,City 1.5 S MT,250000,2009,72256,Petrol,Manual,Navi Mumbai,Black,First,1497 cc,,,FWD,42.0,17.0 kmpl
